multiple_choice,PP2-MATH-1.1.2_Dinosaur_Egg_Count_21_to_40,What number comes right before 30?,de_q2.webp,audio_de2.mp3,1,29,28,31,,,1,,,,,,,
multiple_choice,PP2-MATH-1.1.2_Dinosaur_Egg_Count_21_to_40,Count dino eggs: 31 32 33... what is next?,de_q3.webp,audio_de3.mp3,1,34,30,35,,,1,,,,,,,
multiple_choice,PP2-MATH-1.1.2_Dinosaur_Egg_Count_21_to_40,What number comes after 39?,de_q4.webp,audio_de4.mp3,1,40,38,30,,,1,,,,,,,
multiple_choice,PP1-MATH-1.1.2_Dinosaur_Egg_Count_21_to_40,Which number is bigger: 22 or 35?,de_q5.webp,audio_de5.mp3,1,35,22,20,,,1,,,,,,,
multiple_choice,PP2-MATH-1.1.2_Dinosaur_Egg_Count_21_to_40,What number comes between 26 and 28?,de_q6.webp,audio_de6.mp3,1,27,25,29,,,1,,,,,,,
count_objects,PP2-MATH-1.1.2_Dinosaur_Egg_Count_21_to_40,Count 22 spotted dinosaur eggs!,de_count1.webp,audio_de7.mp3,1,22,20,25,,🥚,22,,,,,,,
count_objects,PP2-MATH-1.1.2_Dinosaur_Egg_Count_21_to_40,Count 30 green dino footprints!,de_count2.webp,audio_de8.mp3,1,30,28,32,,🐾,30,,,,,,,
count_objects,PP2-MATH-1.1.2_Dinosaur_Egg_Count_21_to_40,Count 25 baby dinosaurs!,de_count3.webp,audio_de9.mp3,1,25,22,30,,🦕,25,,,,,,,
speak_repeat,PP2-MATH-1.1.2_Dinosaur_Egg_Count_21_to_40,Say out loud clearly: COUNTING DINOSAUR EGGS UP TO FORTY!,speak_de1.webp,audio_de10.mp3,1,Counting Dinosaur Eggs Up To Forty,,,,,,Counting Dinosaur Eggs Up To Forty,,,,,,,
speak_repeat,PP2-MATH-1.1.2_Dinosaur_Egg_Count_21_to_40,Say out loud clearly: THIRTYEIGHT THIRTYNINE FORTY EGGS!,speak_de2.webp,audio_de11.mp3,1,Thirtyeight Thirtynine Forty Eggs,,,,,,Thirtyeight Thirtynine Forty Eggs,,,,,,,
matching,PP2-MATH-1.1.2_Dinosaur_Egg_Count_21_to_40,Match dino egg counts!,,,1,,,,,,,,25,25,30,30,40,40
matching,PP2-MATH-1.1.2_Dinosaur_Egg_Count_21_to_40,Match dinosaur numbers!,,,1,,,,,,,,21,21,27,27,35,35
multiple_choice,PP2-MATH-1.1.3_Pirate_Treasure_Coins_41_to_60,What number comes after 45 pirate coins?,pt_q1.webp,audio_pt1.mp3,1,46,44,50,,,1,,,,,,,
multiple_choice,PP2-MATH-1.1.3_Pirate_Treasure_Coins_41_to_60,What number comes right before 50?,pt_q2.webp,audio_pt2.mp3,1,49,48,51,,,1,,,,,,,
multiple_choice,PP2-MATH-1.1.3_Pirate_Treasure_Coins_41_to_60,Count pirate coins: 52 53... what comes next?,pt_q3.webp,audio_pt3.mp3,1,54,50,55,,,1,,,,,,,
multiple_choice,PP2-MATH-1.1.3_Pirate_Treasure_Coins_41_to_60,What number comes right after 59?,pt_q4.webp,audio_pt4.mp3,1,60,58,50,,,1,,,,,,,
multiple_choice,PP2-MATH-1.1.3_Pirate_Treasure_Coins_41_to_60,Which number is smaller: 42 or 58?,pt_q5.webp,audio_pt5.mp3,1,42,58,60,,,1,,,,,,,
multiple_choice,PP2-MATH-1.1.3_Pirate_Treasure_Coins_41_to_60,What number is between 46 and 48?,pt_q6.webp,audio_pt6.mp3,1,47,45,49,,,1,,,,,,,
count_objects,PP2-MATH-1.1.3_Pirate_Treasure_Coins_41_to_60,Count 45 golden pirate coins!,pt_count1.webp,audio_pt7.mp3,1,45,40,50,,🪙,45,,,,,,,
count_objects,PP2-MATH-1.1.3_Pirate_Treasure_Coins_41_to_60,Count 50 treasure chests!,pt_count2.webp,audio_pt8.mp3,1,50,45,55,,🏴‍☠️,50,,,,,,,
count_objects,PP2-MATH-1.1.3_Pirate_Treasure_Coins_41_to_60,Count 42 ruby gems!,pt_count3.webp,audio_pt9.mp3,1,42,40,45,,💎,42,,,,,,,
speak_repeat,PP2-MATH-1.1.3_Pirate_Treasure_Coins_41_to_60,Say out loud clearly: PIRATE COIN COUNTING UP TO SIXTY!,speak_pt1.webp,audio_pt10.mp3,1,Pirate Coin Counting Up To Sixty,,,,,,Pirate Coin Counting Up To Sixty,,,,,,,
speak_repeat,PP2-MATH-1.1.3_Pirate_Treasure_Coins_41_to_60,Say out loud clearly: FIFTYEIGHT FIFTYNINE SIXTY COINS!,speak_pt2.webp,audio_pt11.mp3,1,Fiftyeight Fiftynine Sixty Coins,,,,,,Fiftyeight Fiftynine Sixty Coins,,,,,,,
matching,PP2-MATH-1.1.3_Pirate_Treasure_Coins_41_to_60,Match pirate coin counts!,,,1,,,,,,,,45,45,50,50,60,60
matching,PP2-MATH-1.1.3_Pirate_Treasure_Coins_41_to_60,Match treasure map numbers!,,,1,,,,,,,,41,41,48,48,55,55
multiple_choice,PP2-MATH-1.1.4_Circus_Popcorn_Count_61_to_80,What number comes after 65 popcorn buckets?,cp_q1.webp,audio_cp1.mp3,1,66,64,70,,,1,,,,,,,
multiple_choice,PP2-MATH-1.1.4_Circus_Popcorn_Count_61_to_80,What number comes right before 70?,cp_q2.webp,audio_cp2.mp3,1,69,68,71,,,1,,,,,,,
multiple_choice,PP2-MATH-1.1.4_Circus_Popcorn_Count_61_to_80,Count circus buckets: 71 72 73... what is next?,cp_q3.webp,audio_cp3.mp3,1,74,70,75,,,1,,,,,,,
multiple_choice,PP2-MATH-1.1.4_Circus_Popcorn_Count_61_to_80,What number comes right after 79?,cp_q4.webp,audio_cp4.mp3,1,80,78,70,,,1,,,,,,,
multiple_choice,PP2-MATH-1.1.4_Circus_Popcorn_Count_61_to_80,Which number is bigger: 63 or 77?,cp_q5.webp,audio_cp5.mp3,1,77,63,60,,,1,,,,,,,
multiple_choice,PP2-MATH-1.1.4_Circus_Popcorn_Count_61_to_80,What number is between 66 and 68?,cp_q6.webp,audio_cp6.mp3,1,67,65,69,,,1,,,,,,,
count_objects,PP2-MATH-1.1.4_Circus_Popcorn_Count_61_to_80,Count 65 popcorn buckets at the circus!,cp_count1.webp,audio_cp7.mp3,1,65,60,70,,🍿,65,,,,,,,
count_objects,PP2-MATH-1.1.4_Circus_Popcorn_Count_61_to_80,Count 70 circus balloons!,cp_count2.webp,audio_cp8.mp3,1,70,65,75,,🎈,70,,,,,,,
count_objects,PP2-MATH-1.1.4_Circus_Popcorn_Count_61_to_80,Count 62 circus hats!,cp_count3.webp,audio_cp9.mp3,1,62,60,65,,🎪,62,,,,,,,
speak_repeat,PP2-MATH-1.1.4_Circus_Popcorn_Count_61_to_80,Say out loud clearly: CIRCUS POPCORN COUNTING UP TO EIGHTY!,speak_cp1.webp,audio_cp10.mp3,1,Circus Popcorn Counting Up To Eighty,,,,,,Circus Popcorn Counting Up To Eighty,,,,,,,
speak_repeat,PP2-MATH-1.1.4_Circus_Popcorn_Count_61_to_80,Say out loud clearly: SEVENTYEIGHT SEVENTYNINE EIGHTY BUCKETS!,speak_cp2.webp,audio_cp11.mp3,1,Seventyeight Seventyfive Eighty Buckets,,,,,,Seventyeight Seventyfive Eighty Buckets,,,,,,,
matching,PP2-MATH-1.1.4_Circus_Popcorn_Count_61_to_80,Match circus counts!,,,1,,,,,,,,65,65,70,70,80,80
matching,PP2-MATH-1.1.4_Circus_Popcorn_Count_61_to_80,Match carnival numbers!,,,1,,,,,,,,61,61,68,68,75,75
multiple_choice,PP2-MATH-1.1.5_Superhero_Power_Count_81_to_100,What number comes after 85 superhero shields?,spc_q1.webp,audio_sc1.mp3,1,86,84,90,,,1,,,,,,,
multiple_choice,PP2-MATH-1.1.5_Superhero_Power_Count_81_to_100,What number comes right before 90?,spc_q2.webp,audio_sc2.mp3,1,89,88,91,,,1,,,,,,,
multiple_choice,PP2-MATH-1.1.5_Superhero_Power_Count_81_to_100,Count superhero power stars: 91 92 93... what is next?,spc_q3.webp,audio_sc3.mp3,1,94,90,95,,,1,,,,,,,
multiple_choice,PP2-MATH-1.1.5_Superhero_Power_Count_81_to_100,What is the final maximum power number?,spc_q4.webp,audio_sc4.mp3,1,100,99,90,,,1,,,,,,,
multiple_choice,PP2-MATH-1.1.5_Superhero_Power_Count_81_to_100,Which number is smaller: 82 or 98?,spc_q5.webp,audio_sc5.mp3,1,82,98,100,,,1,,,,,,,
multiple_choice,PP2-MATH-1.1.5_Superhero_Power_Count_81_to_100,What number is between 86 and 88?,spc_q6.webp,audio_sc6.mp3,1,87,85,89,,,1,,,,,,,
count_objects,PP2-MATH-1.1.5_Superhero_Power_Count_81_to_100,Count 85 superhero power shields!,spc_count1.webp,audio_sc7.mp3,1,85,80,90,,🛡️,85,,,,,,,
count_objects,PP2-MATH-1.1.5_Superhero_Power_Count_81_to_100,Count 90 superhero star badges!,spc_count2.webp,audio_sc8.mp3,1,90,85,95,,⭐,90,,,,,,,
count_objects,PP2-MATH-1.1.5_Superhero_Power_Count_81_to_100,Count 100 power tokens!,spc_count3.webp,audio_sc9.mp3,1,100,90,95,,⚡,100,,,,,,,
speak_repeat,PP2-MATH-1.1.5_Superhero_Power_Count_81_to_100,Say out loud clearly: SUPERHERO POWER COUNTING UP TO ONE HUNDRED!,speak_sc1.webp,audio_sc10.mp3,1,Superhero Power Counting Up To One Hundred,,,,,,Superhero Power Counting Up To One Hundred,,,,,,,
speak_repeat,PP2-MATH-1.1.5_Superhero_Power_Count_81_to_100,Say out loud clearly: NINETYEIGHT NINETYNINE ONE HUNDRED!,speak_sc2.webp,audio_sc11.mp3,1,Ninetyeight Ninety-nine One Hundred,,,,,,Ninetyeight Ninety-nine One Hundred,,,,,,,
matching,PP2-MATH-1.1.5_Superhero_Power_Count_81_to_100,Match superhero counts!,,,1,,,,,,,,85,85,90,90,100,100
matching,PP2-MATH-1.1.5_Superhero_Power_Count_81_to_100,Match power numbers!,,,1,,,,,,,,81,81,88,88,95,95
multiple_choice,PP2-MATH-1.1.6_Skip_Counting_by_5s_Safari,Skip count by 5s: 5 10 15... what comes next?,sk5_q1.webp,audio_sk1.mp3,1,20,16,18,,,1,,,,,,,
multiple_choice,PP2-MATH-1.1.6_Skip_Counting_by_5s_Safari,Skip count by 5s: 20 25 30... what comes next?,sk5_q2.webp,audio_sk2.mp3,1,35,31,34,,,1,,,,,,,
multiple_choice,PP2-MATH-1.1.6_Skip_Counting_by_5s_Safari,Skip count by 5s: 35 40 45... what comes next?,sk5_q3.webp,audio_sk3.mp3,1,50,46,48,,,1,,,,,,,
multiple_choice,PP2-MATH-1.1.6_Skip_Counting_by_5s_Safari,What is the first number when skip counting by 5s?,sk5_q4.webp,audio_sk4.mp3,1,5,1,0,,,1,,,,,,,
multiple_choice,PP2-MATH-1.1.6_Skip_Counting_by_5s_Safari,When skip counting by 5s, how many do we add each step?,sk5_q5.webp,audio_sk5.mp3,1,5,1,10,,,1,,,,,,,
multiple_choice,PP2-MATH-1.1.6_Skip_Counting_by_5s_Safari,Which number belongs in 5s count: 5 10 15 20...?,sk5_q6.webp,audio_sk6.mp3,1,25,12,17,,,1,,,,,,,
count_objects,PP2-MATH-1.1.6_Skip_Counting_by_5s_Safari,Count 15 safari lions in groups of 5!,sk5_count1.webp,audio_sk7.mp3,1,15,10,20,,🦁,15,,,,,,,
count_objects,PP2-MATH-1.1.6_Skip_Counting_by_5s_Safari,Count 25 safari zebras in groups of 5!,sk5_count2.webp,audio_sk8.mp3,1,25,20,30,,🦓,25,,,,,,,
count_objects,PP2-MATH-1.1.6_Skip_Counting_by_5s_Safari,Count 50 safari trees in groups of 5!,sk5_count3.webp,audio_sk9.mp3,1,50,40,45,,🌴,50,,,,,,,
speak_repeat,PP2-MATH-1.1.6_Skip_Counting_by_5s_Safari,Say out loud clearly: FIVE TEN FIFTEEN TWENTY TWENTYFIVE THIRTY!,speak_sk1.webp,audio_sk10.mp3,1,Five Ten Fifteen Twenty Twenty-five Thirty,,,,,,Five Ten Fifteen Twenty Twenty-five Thirty,,,,,,,
speak_repeat,PP2-MATH-1.1.6_Skip_Counting_by_5s_Safari,Say out loud clearly: SKIP COUNTING BY FIVES ON SAFARI!,speak_sk2.webp,audio_sk11.mp3,1,Skip Counting By Fives On Safari,,,,,,Skip Counting By Fives On Safari,,,,,,,
matching,PP2-MATH-1.1.6_Skip_Counting_by_5s_Safari,Match 5s skip count steps!,,,1,,,,,,,,5 10,15,15 20,25,25 30,35
matching,PP2-MATH-1.1.6_Skip_Counting_by_5s_Safari,Match 5s sequence targets!,,,1,,,,,,,,35,40,40,45,45,50
multiple_choice,PP2-MATH-1.1.7_Skip_Counting_by_10s_Galaxy,Skip count by 10s: 10 20 30... what comes next?,sk10_q1.webp,audio_sg1.mp3,1,40,31,35,,,1,,,,,,,
multiple_choice,PP2-MATH-1.1.7_Skip_Counting_by_10s_Galaxy,Skip count by 10s: 50 60 70... what comes next?,sk10_q2.webp,audio_sg2.mp3,1,80,71,75,,,1,,,,,,,
multiple_choice,PP2-MATH-1.1.7_Skip_Counting_by_10s_Galaxy,Skip count by 10s: 80 90... what is the final step?,sk10_q3.webp,audio_sg3.mp3,1,100,91,95,,,1,,,,,,,
multiple_choice,PP2-MATH-1.1.7_Skip_Counting_by_10s_Galaxy,What is the first number when skip counting by 10s?,sk10_q4.webp,audio_sg4.mp3,1,10,1,5,,,1,,,,,,,
multiple_choice,PP2-MATH-1.1.7_Skip_Counting_by_10s_Galaxy,When skip counting by 10s, how many do we add each step?,sk10_q5.webp,audio_sg5.mp3,1,10,5,1,,,1,,,,,,,
multiple_choice,PP2-MATH-1.1.7_Skip_Counting_by_10s_Galaxy,Which number belongs in 10s count: 10 20 30...?,sk10_q6.webp,audio_sg6.mp3,1,40,25,35,,,1,,,,,,,
count_objects,PP2-MATH-1.1.7_Skip_Counting_by_10s_Galaxy,Count 30 galaxy stars in groups of 10!,sk10_count1.webp,audio_sg7.mp3,1,30,20,40,,⭐,30,,,,,,,
count_objects,PP2-MATH-1.1.7_Skip_Counting_by_10s_Galaxy,Count 50 space rockets in groups of 10!,sk10_count2.webp,audio_sg8.mp3,1,50,40,60,,🚀,50,,,,,,,
count_objects,PP2-MATH-1.1.7_Skip_Counting_by_10s_Galaxy,Count 100 power tokens in groups of 10!,sk10_count3.webp,audio_sg9.mp3,1,100,90,80,,⚡,100,,,,,,,
speak_repeat,PP2-MATH-1.1.7_Skip_Counting_by_10s_Galaxy,Say out loud clearly: TEN TWENTY THIRTY FORTY FIFTY SIXTY SEVENTY EIGHTY NINETY ONE HUNDRED!,speak_sg1.webp,audio_sg10.mp3,1,Ten Twenty Thirty Forty Fifty Sixty Seventy Eighty Ninety One Hundred,,,,,,Ten Twenty Thirty Forty Fifty Sixty Seventy Eighty Ninety One Hundred,,,,,,,
speak_repeat,PP2-MATH-1.1.7_Skip_Counting_by_10s_Galaxy,Say out loud clearly: SKIP COUNTING BY TENS IN THE GALAXY!,speak_sg2.webp,audio_sg11.mp3,1,Skip Counting By Tens In The Galaxy,,,,,,Skip Counting By Tens In The Galaxy,,,,,,,
matching,PP2-MATH-1.1.7_Skip_Counting_by_10s_Galaxy,Match 10s skip count steps!,,,1,,,,,,,,10 20,30,30 40,50,50 60,70
matching,PP2-MATH-1.1.7_Skip_Counting_by_10s_Galaxy,Match 10s sequence targets!,,,1,,,,,,,,70,80,80,90,90,100
multiple_choice,PP2-MATH-1.1.8_Even_vs_Odd_Number_Showdown,Is the number 2 Even or Odd?,eo_q1.webp,audio_eo1.mp3,1,EVEN,ODD,BEFORE,,,1,,,,,,,
multiple_choice,PP2-MATH-1.1.8_Even_vs_Odd_Number_Showdown,Is the number 3 Even or Odd?,eo_q2.webp,audio_eo2.mp3,1,ODD,EVEN,AFTER,,,1,,,,,,,
multiple_choice,PP2-MATH-1.1.8_Even_vs_Odd_Number_Showdown,Numbers that end in 0 2 4 6 8 are...?,eo_q3.webp,audio_eo3.mp3,1,EVEN,ODD,BEFORE,,,1,,,,,,,
multiple_choice,PP2-MATH-1.1.8_Even_vs_Odd_Number_Showdown,Numbers that end in 1 3 5 7 9 are...?,eo_q4.webp,audio_eo4.mp3,1,ODD,EVEN,AFTER,,,1,,,,,,,
multiple_choice,PP2-MATH-1.1.8_Even_vs_Odd_Number_Showdown,Is 10 an Even or Odd number?,eo_q5.webp,audio_eo5.mp3,1,EVEN,ODD,BEFORE,,,1,,,,,,,
multiple_choice,PP2-MATH-1.1.8_Even_vs_Odd_Number_Showdown,Is 7 an Even or Odd number?,eo_q6.webp,audio_eo6.mp3,1,ODD,EVEN,AFTER,,,1,,,,,,,
count_objects,PP2-MATH-1.1.8_Even_vs_Odd_Number_Showdown,Count 4 EVEN pair items!,eo_count1.webp,audio_eo7.mp3,1,4,3,5,,👟,4,,,,,,,
count_objects,PP2-MATH-1.1.8_Even_vs_Odd_Number_Showdown,Count 5 ODD items with one left over!,eo_count2.webp,audio_eo8.mp3,1,5,4,6,,🍎,5,,,,,,,
count_objects,PP2-MATH-1.1.8_Even_vs_Odd_Number_Showdown,Count 6 EVEN pair blocks!,eo_count3.webp,audio_eo9.mp3,1,6,5,7,,🧱,6,,,,,,,
speak_repeat,PP2-MATH-1.1.8_Even_vs_Odd_Number_Showdown,Say out loud clearly: EVEN NUMBERS PAIR UP EVEN AND NEAT!,speak_eo1.webp,audio_eo10.mp3,1,Even Numbers Pair Up Even And Neat,,,,,,Even Numbers Pair Up Even And Neat,,,,,,,
speak_repeat,PP2-MATH-1.1.8_Even_vs_Odd_Number_Showdown,Say out loud clearly: ODD NUMBERS ALWAYS HAVE ONE LEFT OVER!,speak_eo2.webp,audio_eo11.mp3,1,Odd Numbers Always Have One Left Over,,,,,,Odd Numbers Always Have One Left Over,,,,,,,
matching,PP2-MATH-1.1.8_Even_vs_Odd_Number_Showdown,Match EVEN numbers!,,,1,,,,,,,,2,EVEN,4,EVEN,6,EVEN
matching,PP2-MATH-1.1.8_Even_vs_Odd_Number_Showdown,Match ODD numbers!,,,1,,,,,,,,1,ODD,3,ODD,5,ODD
multiple_choice,PP2-MATH-1.1.9_Before_After_Number_Line_0_to_100,What number comes BEFORE 50 on the number line?,nl100_q1.webp,audio_nl1.mp3,1,49,51,52,,,1,,,,,,,
multiple_choice,PP2-MATH-1.1.9_Before_After_Number_Line_0_to_100,What number comes AFTER 75 on the number line?,nl100_q2.webp,audio_nl2.mp3,1,76,74,70,,,1,,,,,,,
multiple_choice,PP2-MATH-1.1.9_Before_After_Number_Line_0_to_100,What number comes BETWEEN 88 and 90?,nl100_q3.webp,audio_nl3.mp3,1,89,87,91,,,1,,,,,,,
multiple_choice,PP2-MATH-1.1.9_Before_After_Number_Line_0_to_100,What number comes BEFORE 100?,nl100_q4.webp,audio_nl4.mp3,1,99,98,90,,,1,,,,,,,
multiple_choice,PP2-MATH-1.1.9_Before_After_Number_Line_0_to_100,What number comes AFTER 30?,nl100_q5.webp,audio_nl5.mp3,1,31,29,32,,,1,,,,,,,
multiple_choice,PP2-MATH-1.1.9_Before_After_Number_Line_0_to_100,What number comes BETWEEN 14 and 16?,nl100_q6.webp,audio_nl6.mp3,1,15,13,17,,,1,,,,,,,
count_objects,PP2-MATH-1.1.9_Before_After_Number_Line_0_to_100,Count 10 number line markers moving forward!,nl100_count1.webp,audio_nl7.mp3,1,10,8,12,,🚩,10,,,,,,,
count_objects,PP2-MATH-1.1.9_Before_After_Number_Line_0_to_100,Count 20 steps along the hundred line!,nl100_count2.webp,audio_nl8.mp3,1,20,18,22,,🐾,20,,,,,,,
count_objects,PP2-MATH-1.1.9_Before_After_Number_Line_0_to_100,Count 15 track posts!,nl100_count3.webp,audio_nl9.mp3,1,15,12,18,,📍,15,,,,,,,
speak_repeat,PP2-MATH-1.1.9_Before_After_Number_Line_0_to_100,Say out loud clearly: BEFORE AFTER AND BETWEEN ON THE NUMBER LINE!,speak_nl1.webp,audio_nl10.mp3,1,Before After And Between On The Number Line,,,,,,Before After And Between On The Number Line,,,,,,,
speak_repeat,PP2-MATH-1.1.9_Before_After_Number_Line_0_to_100,Say out loud clearly: FORTYNINE COMES BEFORE FIFTY!,speak_nl2.webp,audio_nl11.mp3,1,Fortynine Comes Before Fifty,,,,,,Fortynine Comes Before Fifty,,,,,,,
matching,PP2-MATH-1.1.9_Before_After_Number_Line_0_to_100,Match BEFORE numbers!,,,1,,,,,,,,Before 50,49,Before 80,79,Before 100,99
matching,PP2-MATH-1.1.9_Before_After_Number_Line_0_to_100,Match AFTER numbers!,,,1,,,,,,,,After 20,21,After 60,61,After 90,91
multiple_choice,PP2-MATH-1.1.10_Numbers_0_to_100_Grand_Master,What number comes right after 99?,gm100_q1.webp,audio_gm1.mp3,1,100,98,90,,,1,,,,,,,
multiple_choice,PP2-MATH-1.1.10_Numbers_0_to_100_Grand_Master,Skip count by 10s: 10 20 30 40 50... what is next?,gm100_q2.webp,audio_gm2.mp3,1,60,55,70,,,1,,,,,,,
multiple_choice,PP2-MATH-1.1.10_Numbers_0_to_100_Grand_Master,Skip count by 5s: 5 10 15 20... what is next?,gm100_q3.webp,audio_gm3.mp3,1,25,21,30,,,1,,,,,,,
multiple_choice,PP2-MATH-1.1.10_Numbers_0_to_100_Grand_Master,Is 12 an EVEN or ODD number?,gm100_q4.webp,audio_gm4.mp3,1,EVEN,ODD,BEFORE,,,1,,,,,,,
multiple_choice,PP2-MATH-1.1.10_Numbers_0_to_100_Grand_Master,Is 15 an EVEN or ODD number?,gm100_q5.webp,audio_gm5.mp3,1,ODD,EVEN,AFTER,,,1,,,,,,,
multiple_choice,PP2-MATH-1.1.10_Numbers_0_to_100_Grand_Master,What number is between 49 and 51?,gm100_q6.webp,audio_gm6.mp3,1,50,48,52,,,1,,,,,,,
count_objects,PP2-MATH-1.1.10_Numbers_0_to_100_Grand_Master,Count 100 grand master star tokens!,gm100_count1.webp,audio_gm7.mp3,1,100,90,95,,⭐,100,,,,,,,
count_objects,PP2-MATH-1.1.10_Numbers_0_to_100_Grand_Master,Count 50 golden trophy cups!,gm100_count2.webp,audio_gm8.mp3,1,50,40,45,,🏆,50,,,,,,,
count_objects,PP2-MATH-1.1.10_Numbers_0_to_100_Grand_Master,Count 25 master winner medals!,gm100_count3.webp,audio_gm9.mp3,1,25,20,30,,🥇,25,,,,,,,
speak_repeat,PP2-MATH-1.1.10_Numbers_0_to_100_Grand_Master,Say out loud clearly: I AM A NUMBERS ZERO TO ONE HUNDRED GRAND MASTER!,speak_gm1.webp,audio_gm10.mp3,1,I Am A Numbers Zero To One Hundred Grand Master,,,,,,I Am A Numbers Zero To One Hundred Grand Master,,,,,,,
speak_repeat,PP2-MATH-1.1.10_Numbers_0_to_100_Grand_Master,Say out loud clearly: I CAN COUNT SKIP COUNT AND IDENTIFY EVEN AND ODD!,speak_gm2.webp,audio_gm11.mp3,1,I Can Count Skip Count And Identify Even And Odd,,,,,,I Can Count Skip Count And Identify Even And Odd,,,,,,,
matching,PP2-MATH-1.1.10_Numbers_0_to_100_Grand_Master,Match grand master counts!,,,1,,,,,,,,50,50,75,75,100,100
matching,PP2-MATH-1.1.10_Numbers_0_to_100_Grand_Master,Match grand master concepts!,,,1,,,,,,,,2,EVEN,3,ODD,100,CENTURY
multiple_choice,PP2-MATH-2.1.11_Addition_Sums_up_to_20_Safari,12 safari lions plus 5 safari lions equals how many?,add20_q1.webp,audio_a1.mp3,1,17,15,18,,,1,,,,,,,
multiple_choice,PP2-MATH-2.1.11_Addition_Sums_up_to_20_Safari,14 zebras plus 3 zebras equals...?,add20_q2.webp,audio_a2.mp3,1,17,16,18,,,1,,,,,,,
multiple_choice,PP2-MATH-2.1.11_Addition_Sums_up_to_20_Safari,10 giraffes plus 6 giraffes equals...?,add20_q3.webp,audio_a3.mp3,1,16,14,15,,,1,,,,,,,
multiple_choice,PP2-MATH-2.1.11_Addition_Sums_up_to_20_Safari,11 elephants plus 4 elephants equals...?,add20_q4.webp,audio_a4.mp3,1,15,12,14,,,1,,,,,,,
multiple_choice,PP2-MATH-2.1.11_Addition_Sums_up_to_20_Safari,13 rhinos plus 5 rhinos equals...?,add20_q5.webp,audio_a5.mp3,1,18,17,19,,,1,,,,,,,
multiple_choice,PP2-MATH-2.1.11_Addition_Sums_up_to_20_Safari,15 hippos plus 5 hippos equals...?,add20_q6.webp,audio_a6.mp3,1,20,18,19,,,1,,,,,,,
count_objects,PP2-MATH-2.1.11_Addition_Sums_up_to_20_Safari,Count 17 total safari lions!,add20_count1.webp,audio_a7.mp3,1,17,15,18,,🦁,17,,,,,,,
count_objects,PP2-MATH-2.1.11_Addition_Sums_up_to_20_Safari,Count 16 total giraffes in herd!,add20_count2.webp,audio_a8.mp3,1,16,14,15,,🦒,16,,,,,,,
count_objects,PP2-MATH-2.1.11_Addition_Sums_up_to_20_Safari,Count 20 total zebras on plain!,add20_count3.webp,audio_a9.mp3,1,20,18,19,,🦓,20,,,,,,,
